ID,Area,Chla,TNmean,TN5,TN95,TPmean,TP5,TP95,N_Load,N_EN,N_DE,N_Outflow,P_Load,P_EN,P_DE,P_Outflow
NLA12_OR-145,0.36,2.711111111,0.26,0.088,0.56,0.056,0.025,0.1,0.0011946236559139784,0.0017425148188700812,0.001534,0.0023671741935483875,0.00038924731182795697,0.0015569740481776852,0.0015680000000000002,0.0005098529032258065
NLA12_OR-154,2.67,2.392,0.34,0.18,0.55,0.053,0.021,0.099,0.004557980132450331,7.234584750313227e-5,0.003128,0.0017066288741721856,0.0017569701986754967,2.3582804298290087e-5,0.001484,0.00026603332450331126
NLA12_OR-155,0.64,15.776,0.47,0.34,0.61,0.075,0.043,0.12,0.004538688524590164,0.005054184133408077,0.004324,0.005551979016393442,0.002020327868852459,0.001004673825720727,0.0021,0.0008859540983606556
NLA12_OR-169,3.29,0.428,0.11,0.017,0.3,0.017,0.0039,0.041,0.0016997600518806745,4.823812078297581e-7,0.000649,0.0010816809338521402,0.000621485084306096,4.166780306964687e-7,0.000476,0.00016716887159533075
NLA12_PA-101,30.78,3.47,0.17,0.12,0.22,0.0066,0.0033,0.012,0.0014960526805658971,3.850079127586396e-6,0.0010880000000000002,0.0004677630379746835,0.00016040860014892032,5.577653865506675e-7,0.00014519999999999998,1.8160212062546535e-5
NLA12_PA-102,0.59,42.29,1.1,0.9,1.3,0.06,0.047,0.076,0.006450207468879668,0.009050588621851225,0.007040000000000001,0.008754721991701245,0.00047966804979253114,0.0012831753469676316,0.0013199999999999998,0.0004775302904564315
NLA12_PA-103,0.17,28.93,3.1,2.2,4.3,0.17,0.12,0.24,0.001362962962962963,0.023848350890613018,0.01984,0.0062826666666666664,0.00017777777777777779,0.003802559381649973,0.00374,0.0003445333333333334
NLA12_PA-106,3.43,4.0,0.14,0.11,0.18,0.0079,0.0059,0.01,0.001341377151799687,3.736383535523778e-5,0.0008960000000000001,0.00048327211267605634,0.00019161189358372457,6.580563758511068e-6,0.0001738,2.7270354929577463e-5
NLA12_PA-107,0.13,5.79,0.54,0.42,0.68,0.067,0.044,0.097,0.033156,0.013594670692976096,0.0034560000000000003,0.043016832000000005,0.003442,0.0033442213793968387,0.001474,0.0053372736
NLA12_PA-108,3.45,5.2,0.21,0.16,0.26,0.012,0.0096,0.015,0.0026616061606160616,0.0006771201828078697,0.001344,0.002004023762376238,0.00022651265126512652,0.00015562929163132405,0.00026399999999999997,0.00011451564356435645
NLA12_PA-109,0.97,11.19,0.41,0.27,0.62,0.017,0.011,0.023,0.0018886178861788618,0.002536451988778461,0.004509999999999999,0.00041759999999999996,0.00020975609756097562,0.00040556391391789135,0.000612,1.7315121951219515e-5
NLA12_PA-110,0.13,24.92,4.0,2.7,5.8,0.21,0.14,0.3,0.0011705882352941177,0.026767136300323485,0.0256,0.004065882352941177,0.00014705882352941175,0.004514156803867929,0.00462,0.0002134588235294118
NLA12_PA-111,0.93,19.22,0.48,0.37,0.6,0.03,0.021,0.041,0.001620572450805009,0.002884531452091395,0.003072,0.001595076923076923,0.00018729874776386403,0.0005429767707516097,0.0006599999999999999,9.969230769230769e-5
NLA12_PA-113,3.76,5.65,0.24,0.2,0.29,0.012,0.0068,0.019,0.0024262846748522057,0.0003022795955600651,0.001536,0.0011636300136425649,0.0002303774442928604,7.337726317719815e-5,0.00026399999999999997,5.818150068212825e-5
NLA12_PA-114,0.53,2.35,0.26,0.19,0.35,0.0087,0.0062,0.012,0.0008854477611940298,0.0010231757236680938,0.0016640000000000001,0.00034366567164179106,0.00011156716417910447,7.728259618265179e-5,0.00019139999999999996,1.1499582089552238e-5
NLA12_PA-118,0.24,5.19,0.98,0.56,1.5,0.059,0.04,0.082,0.0009563218390804597,0.00964376844035926,0.01078,0.0011678896551724136,0.00021494252873563218,0.0019379932979876925,0.0021239999999999996,7.031172413793103e-5
NLA12_RI-104,1.01,6.528,0.31,0.25,0.39,0.023,0.018,0.029,0.004147854077253219,0.0016236977213407412,0.001984,0.0037014798283261804,0.000365450643776824,0.0004186696217260722,0.0005059999999999999,0.00027462592274678113
NLA12_RI-112,0.85,9.5,0.44,0.32,0.57,0.037,0.029,0.047,0.016437719298245616,0.0030096825046903165,0.0028160000000000004,0.0166848,0.001492690058479532,0.0007652484955458404,0.0008139999999999999,0.0014030399999999997
NLA12_SC-103,1.76,1.348,0.084,0.055,0.12,0.0038,0.0024,0.0056,0.0006935405405405406,3.993589148427508e-5,0.0005376000000000001,0.00021184345945945946,9.110810810810811e-5,1.057484621116315e-6,8.36e-5,9.583394594594595e-6
NLA12_SC-106,0.34,4.697142857,0.49,0.36,0.64,0.061,0.041,0.086,0.1293,0.003492813728129555,0.003136,0.12952169999999996,0.016730625,0.0007359519354658235,0.0013419999999999999,0.016124129999999997
NLA12_SD-102,2.45,10.8,2.8,2.0,3.8,0.2,0.14,0.27,0.010651352459016394,0.0005265493506272749,0.008119999999999999,0.0029149377049180326,0.0026026229508196723,0.00010889044008853927,0.0026,0.00020820983606557376
NLA12_SD-103,4.26,13.7,0.74,0.61,0.91,0.049,0.038,0.062,0.0015827346465816918,0.00158931790005922,0.002146,0.001029791888760139,0.0003661645422943221,0.000323341220263174,0.000637,6.818892236384705e-5
NLA12_SD-104,7.16,3.112,0.13,0.074,0.19,0.0061,0.0034,0.0094,1.9845465636437577e-5,0.0003485670050486778,0.000377,1.7814070760471734e-5,5.083367222448149e-6,6.715258637572128e-5,7.93e-5,8.358910126067507e-7
NLA12_SD-105,1.43,42.84,3.0,2.4,3.8,0.2,0.15,0.25,0.006194769230769231,0.0054670488704077844,0.0087,0.0029508923076923075,0.0017375384615384616,0.0009757687824145639,0.0026,0.00019672615384615385
NLA12_SD-106,7.94,5.904,0.75,0.54,1.0,0.041,0.031,0.054,0.001930547730829421,0.00033466490644290834,0.002175,0.0001379154929577465,0.00045511737089201876,6.952986235292142e-5,0.0005329999999999999,7.539380281690142e-6
NLA12_SD-107,0.42,11.04,1.6,0.98,2.5,0.46,0.28,0.7,0.022866666666666667,0.005124110609301957,0.01472,0.012891428571428571,0.015582936507936507,0.0011629609988842787,0.01288,0.003706285714285714
NLA12_SD-108,0.43,9.955555556,5.2,4.2,6.3,0.35,0.27,0.45,0.006497701149425287,0.014427658746123737,0.01508,0.006196965517241379,0.001828735632183908,0.002995608799199005,0.004549999999999999,0.000417103448275862
NLA12_SD-109,0.23,43.1,4.4,3.7,5.2,0.35,0.28,0.43,0.010318181818181818,0.02310153816918932,0.01276,0.020242285714285716,0.002112987012987013,0.004119993797110816,0.004549999999999999,0.0016101818181818183
NLA12_SD-110,1.54,16.52,1.6,1.3,1.9,0.11,0.084,0.14,0.002032974910394265,0.005161175369435864,0.00464,0.002576516129032258,0.000513978494623656,0.0010324366634635253,0.0014299999999999998,0.00017713548387096774
NLA12_SD-111,0.56,90.72,4.1,2.8,5.7,0.18,0.12,0.25,0.0009279220779220779,0.013063528932606722,0.011889999999999998,0.002530285714285714,0.00021818181818181818,0.002124292311228397,0.0023399999999999996,0.00011108571428571427
NLA12_SD-119,0.19,59.73333333,4.5,3.5,5.5,0.53,0.44,0.63,0.003913513513513513,0.05095141184854117,0.013049999999999999,0.04203243243243243,0.003408108108108108,0.008716396368341608,0.00689,0.004950486486486487
NLA12_SD-131,0.21,148.32,12.0,8.4,16.0,0.54,0.37,0.76,0.00334,0.04290063894151386,0.0348,0.0124416,0.000728,0.006610814767884635,0.00702,0.0005598720000000001
NLA12_SD-132,0.2,33.6,5.2,4.3,6.3,0.57,0.47,0.67,0.005376744186046512,0.03939353361250726,0.01508,0.02925544186046512,0.003372093023255814,0.007253910338937711,0.007409999999999999,0.003206846511627907
NLA12_SD-140,0.69,8.112,1.3,1.1,1.5,0.27,0.21,0.35,0.00402972972972973,0.0053215507252985525,0.00377,0.005767783783783785,0.00361981981981982,0.0011113493811724482,0.00351,0.0011979243243243245
NLA12_SD-141,0.72,6.2,2.7,2.1,3.5,0.16,0.12,0.21,0.0036658986175115205,0.005005907021039724,0.00783,0.0010750230414746545,0.0010294930875576038,0.0010421586572962945,0.00208,6.370506912442397e-5
NLA12_SD-147,0.25,57.0,2.5,1.9,3.2,0.44,0.3,0.62,0.0439265625,0.029223648195593366,0.0072499999999999995,0.0658125,0.0127046875,0.005028945143136205,0.005719999999999999,0.011583000000000001
NLA12_SD-154,1.02,35.56923077,12.0,8.8,17.0,1.1,0.79,1.6,0.07799176470588236,0.010079952985996109,0.0348,0.05001035294117648,0.017678235294117647,0.0018426469453893255,0.0143,0.0045842823529411774
NLA12_SD-157,0.45,32.508,8.4,6.8,10.0,0.57,0.45,0.71,0.017112380952380952,0.016023319123779117,0.02436,0.008985600000000002,0.004825714285714286,0.0029629710785408713,0.007409999999999999,0.0006097371428571428
NLA12_SD-158,0.88,17.28,2.4,1.8,3.1,0.12,0.09,0.16,0.0033084084084084083,0.004373481933265587,0.006959999999999999,0.0009963243243243244,0.0007231231231231231,0.0008709498359984983,0.00156,4.9816216216216215e-5
NLA12_SD-162,3.06,85.44,2.0,1.3,2.9,0.26,0.17,0.37,0.030175046554934824,0.0018569294726456847,0.0058,0.02571083798882682,0.006483333333333333,0.0003040900134180196,0.0033799999999999998,0.0033424089385474865
NLA12_SD-168,0.34,16.88,1.7,1.3,2.3,0.66,0.37,1.1,0.10208111111111111,0.016087017042329052,0.0049299999999999995,0.11032319999999998,0.048674444444444444,0.0032111774396121786,0.00858,0.04283136
NLA12_SD-182,0.53,1.92,1.8,1.2,2.3,0.12,0.087,0.16,0.0045423529411764705,0.004197827650899778,0.00522,0.003842258823529412,0.0010441176470588236,0.0007163868919318859,0.00156,0.0002561505882352941
NLA12_SD-189,3.88,38.736,3.8,2.7,5.1,0.37,0.25,0.5,0.02486910447761194,0.0026011600776837305,0.011019999999999999,0.016465002985074625,0.005855671641791045,0.00047031874769635563,0.00481,0.0016031713432835821
NLA12_SD-198,2.78,1.914,9.8,6.3,14.0,1.1,0.67,1.5,0.10453396551724138,0.0012288852541503697,0.02842,0.07678874482758621,0.022057241379310345,0.0002095152617845485,0.0143,0.008619144827586208
NLA12_TN-104,22.37,5.112,0.16,0.12,0.21,0.0084,0.0062,0.011,0.001531542869269949,6.427353759658958e-6,0.0010240000000000002,0.0005131191850594227,0.0002068951612903226,1.458087630273032e-6,0.00018479999999999997,2.6938757215619687e-5
NLA12_TN-108,0.32,69.6,1.7,1.3,2.2,0.1,0.074,0.14,0.0013626086956521738,0.02109075037617909,0.01088,0.01149495652173913,0.00016956521739130436,0.0026928820568628093,0.0022,0.0006761739130434784
NLA12_TN-122,0.2,19.04,1.4,1.1,1.7,0.13,0.095,0.17,0.002858024691358025,0.019810957043003126,0.00896,0.014485333333333333,0.0003617283950617284,0.003744964523929379,0.00286,0.0013450666666666668
NLA12_TX-101,0.1,48.4,2.9,2.3,3.5,0.42,0.32,0.53,0.030816666666666666,0.07572119792784264,0.008409999999999999,0.098136,0.0071333333333333335,0.013304595745736222,0.00546,0.014212800000000001
NLA12_TX-105,47.09,37.28,0.6,0.47,0.74,0.028,0.02,0.036,0.006817686194788394,6.481452611921431e-5,0.00384,0.003123876547773055,0.0007341156902605803,9.517052595465745e-6,0.000616,0.00014578090556274258
NLA12_TX-111,0.48,12.704,3.6,3.0,4.4,0.44,0.23,0.76,0.009644102564102565,0.006892289536274835,0.01044,0.006061292307692308,0.004958974358974359,0.001410474939691937,0.005719999999999999,0.0007408246153846154
NLA12_TX-114,3.9,57.0,0.75,0.55,1.0,0.054,0.037,0.074,0.00397641975308642,0.00038483816553867807,0.002175,0.0021479999999999997,0.000782201646090535,6.622479200837801e-5,0.0007019999999999999,0.00015465599999999998
NLA12_TX-118,0.71,25.4,0.11,0.087,0.13,0.019,0.013,0.025,0.00042735849056603774,0.015051646947055845,0.000319,0.015278128301886794,0.00013867924528301886,0.0028702090929587066,0.000247,0.0026389494339622644
NLA12_TX-121,7.94,40.8,0.17,0.12,0.24,0.0061,0.0042,0.0085,0.0009318077803203661,0.00024713199132823894,0.0010880000000000002,0.00011763844393592677,9.853546910755149e-5,3.537530274246371e-5,0.0001342,4.221144164759725e-6
NLA12_TX-124,43.15,12.08,0.27,0.18,0.38,0.031,0.022,0.042,0.0008514390271365837,1.4926292058720877e-5,0.000783,9.976325188604887e-5,0.0004047911271253237,3.0655519236489544e-6,0.000403,1.1454299290620425e-5
NLA12_TX-128,0.21,5.52,2.4,1.9,3.0,0.29,0.24,0.35,0.011063636363636364,0.015848610160161345,0.006959999999999999,0.019479272727272727,0.0028863636363636366,0.0032808170013732506,0.0037699999999999995,0.0023537454545454546
NLA12_TX-137,4.12,2.436,0.18,0.14,0.23,0.0073,0.0056,0.0092,0.0012941040462427745,4.119517676136938e-5,0.001152,0.0002161997687861272,0.00016195086705202312,3.3196388830193687e-6,0.0001606,8.768101734104048e-6
NLA12_TX-141,1.82,7.064,0.55,0.42,0.72,0.02,0.015,0.026,0.00431994750656168,0.000708773258179147,0.0035200000000000006,0.0015798425196850395,0.0003018372703412073,0.00018560293189108073,0.00043999999999999996,5.744881889763779e-5
NLA12_TX-144,0.15,6.848,4.3,3.0,6.0,0.34,0.25,0.44,0.008840350877192982,0.01966960295295996,0.012469999999999998,0.01629473684210526,0.001443859649122807,0.004106055377558509,0.00442,0.0012884210526315789
NLA12_TX-148,0.13,5.64,6.9,5.0,8.7,0.56,0.41,0.74,0.002343333333333333,0.03511403006076686,0.02001,0.0178848,0.0010933333333333333,0.0072781009046090925,0.00728,0.00145152
NLA12_TX-152,39.22,373.3333333,0.92,0.64,1.3,0.081,0.033,0.16,0.0025559716280117092,5.285113853901898e-5,0.002668,6.980481873451925e-6,0.001036437739247917,7.512346244823536e-6,0.001053,6.145859040756586e-7
NLA12_TX-160,0.23,60.48,0.0061,0.0046,0.0076,0.001,0.00069,0.0013,0.0006044444444444445,0.0419806329652154,1.769e-5,0.0424360896,0.00011555555555555555,0.007170555841747827,1.3e-5,0.006956736
NLA12_TX-165,21.36,7.9,0.12,0.087,0.15,0.0047,0.0035,0.006,0.0007864211085532141,1.575448711238334e-5,0.000768,8.370411191783249e-5,9.971843456702674e-5,4.139055397535477e-6,0.00010339999999999999,3.278411050115106e-6
NLA12_TX-169,0.24,1.245333333,0.26,0.2,0.33,0.02,0.015,0.026,0.007620547945205479,0.0018494092862934512,0.0016640000000000001,0.008093194520547946,0.0009972602739726027,4.204318957056549e-5,0.00043999999999999996,0.0006225534246575343
NLA12_TX-170,0.19,51.2,5.8,4.4,7.4,0.34,0.25,0.45,0.009069230769230769,0.05861713379925096,0.03712,0.03212307692307692,0.0011102564102564102,0.007935719760824128,0.00748,0.001883076923076923
NLA12_TX-205,0.74,7.466666667,0.93,0.73,1.2,0.098,0.073,0.13,0.0012248554913294799,0.006657822894806396,0.0026969999999999997,0.005155532947976878,0.0003907514450867052,0.0013910113410270175,0.001274,0.0005432712138728323
NLA12_TX-218,1.77,98.0,1.2,0.71,1.8,0.086,0.062,0.11,0.0049258,0.004067726814812339,0.0034799999999999996,0.005474304,0.0008496,0.0006555961804114442,0.0011179999999999999,0.00039232512
NLA12_UT-101,1.1,3.586666667,0.13,0.087,0.18,0.013,0.0094,0.018,0.0006253685027152832,0.0004716973201733532,0.001196,1.3941970519782779e-5,0.0002134988363072149,0.0001510414650057617,0.000364,1.3941970519782779e-6
NLA12_UT-103,0.51,6.353333333,0.56,0.36,0.8,0.075,0.044,0.12,0.007474581005586592,0.0005156764048567679,0.005152,0.0027705921787709495,0.0023337430167597764,0.00014332191623812215,0.0021,0.00037106145251396646
NLA12_UT-104,39.39,2.0,0.036,0.018,0.064,0.0032,0.0016,0.0055,0.0001963164349959117,7.884106300346944e-6,0.00022679999999999998,1.2067741618969743e-5,5.320523303352412e-5,4.605299384166091e-6,6.08e-5,1.0726881439084219e-6
NLA12_UT-108,1.6,6.0,1.7,1.1,2.3,0.21,0.13,0.3,0.016341776315789473,0.0014604224376731302,0.015639999999999998,0.0029472631578947367,0.0058072368421052635,0.0004135330312020077,0.00588,0.00036407368421052626
NLA12_UT-109,0.32,33.6,0.57,0.4,0.76,0.11,0.069,0.17,0.0003668711656441718,0.013792394284815145,0.0035909999999999996,0.010574723926380366,0.00198159509202454,0.0021308748818969553,0.00209,0.0020407361963190184
NLA12_UT-160,0.21,0.704,0.88,0.59,1.2,0.19,0.1,0.3,0.018602150537634407,0.0005071370574833803,0.005544,0.013898322580645163,0.006340860215053763,0.00017165619914967156,0.00361,0.0030007741935483873
NLA12_UT-169,0.28,1.56,0.36,0.2,0.6,0.037,0.019,0.059,0.0006919117647058823,0.0022151785714285715,0.003312,0.0,0.0002448529411764706,0.0006747031907434353,0.001036,0.0
NLA12_UT-173,0.69,2.392,0.24,0.072,0.56,0.081,0.029,0.16,0.003606108108108108,0.00013138696208650036,0.0015119999999999999,0.0021912908108108107,0.0021802162162162164,7.810046417289958e-5,0.001539,0.0007395606486486487
NLA12_UT-196,0.28,1.34,1.6,1.1,2.3,0.28,0.15,0.45,0.02856153846153846,0.002526426885527304,0.01472,0.01595076923076923,0.00971826923076923,0.0007366160105328432,0.007840000000000001,0.0027913846153846153
NLA12_UT-210,0.1,2.72,2.3,1.7,3.0,0.44,0.31,0.6,0.0375030303030303,0.014743033387308199,0.021159999999999998,0.03131345454545455,0.013427272727272727,0.004820429712790928,0.012320000000000001,0.005990400000000001
NLA12_UT-229,0.31,3.516,0.64,0.35,1.1,0.064,0.037,0.1,0.0001152542372881356,0.0050727844801753625,0.005888,0.0,4.6610169491525425e-5,0.0016287416427015473,0.001792,0.0
NLA12_UT-324,0.37,1.850666667,0.34,0.23,0.5,0.039,0.027,0.054,0.00128,0.001752010415072432,0.003128,0.000161568,0.0004775,0.0005539738490045667,0.001092,1.85328e-5
NLA12_UT-325,2.13,4.48,0.24,0.16,0.33,0.03,0.019,0.042,0.002953086003372681,0.00012152519284868084,0.002208,0.0008815422596964587,0.0009036256323777403,3.732728499662404e-5,0.00084,0.00011019278246205734
NLA12_UT-343,0.71,0.3148,0.06,0.038,0.092,0.0067,0.0038,0.012,0.0003208816705336427,0.00015424362834177096,0.000552,1.2027842227378192e-6,0.00012807424593967517,2.2221873464101913e-5,0.0001876,1.343109048723898e-7
NLA12_UT-359,0.36,173.2,3.7,2.1,5.8,0.23,0.14,0.37,0.00905,0.020666581807696597,0.02331,0.00906555223880597,0.0019514925373134329,0.0026026869730629816,0.00437,0.000563534328358209
NLA12_UT-400,0.1,10.24,1.2,0.82,1.6,0.25,0.16,0.36,0.005619047619047619,0.014122141539642937,0.00756,0.01308342857142857,0.0033357142857142856,0.003925902310001138,0.00475,0.0027257142857142857
NLA12_VA-102,0.23,64.0,1.7,1.4,2.0,0.14,0.11,0.17,0.010385714285714286,0.034154103685240904,0.01088,0.03336274285714286,0.00143,0.004423517770608191,0.0030800000000000003,0.0027475200000000003
NLA12_VA-104,0.29,7.376,0.49,0.39,0.59,0.052,0.041,0.064,0.006865566037735849,0.0039639434666478525,0.003136,0.007768256603773584,0.0009382075471698113,0.001041861684942663,0.0011439999999999998,0.0008243864150943395
NLA12_VA-108,0.25,11.456,0.74,0.59,0.91,0.093,0.074,0.11,0.02256186440677966,0.00999780546745667,0.004736,0.02779590508474577,0.003206779661016949,0.0023806230302849023,0.002046,0.0034932691525423735
NLA12_VA-110,0.25,6.848,1.1,0.88,1.4,0.098,0.079,0.12,0.038766666666666665,0.009066807502837927,0.007040000000000001,0.04031006896551724,0.0034517241379310344,0.002363159642216327,0.002156,0.003591260689655172
NLA12_VA-125,0.16,5.808,0.68,0.53,0.85,0.088,0.067,0.11,0.03192142857142857,0.0060862034594599875,0.004352000000000001,0.03367748571428572,0.004815178571428572,0.0014995653945481045,0.0019359999999999998,0.0043582628571428575
NLA12_VA-127,0.26,35.4,0.68,0.53,0.85,0.083,0.063,0.11,0.05264024390243902,0.025255466564712302,0.004352000000000001,0.07351164878048781,0.007078048780487805,0.0037663232684063577,0.001826,0.008972745365853659
NLA12_VT-101,0.84,0.952,0.18,0.11,0.28,0.0083,0.0041,0.014,0.002409812108559499,0.0005569539528586729,0.00198,0.0013246797494780793,0.000144258872651357,0.00019864387770372613,0.0002988,6.108245511482255e-5
NLA12_VT-102,0.93,3.76,0.33,0.23,0.46,0.01,0.0065,0.017,0.004751905626134301,0.0012551383959113573,0.00363,0.002582121234119782,0.000173502722323049,0.0002804858121942296,0.00035999999999999997,7.824609800362976e-5
NLA12_VT-104,0.31,3.168,0.38,0.22,0.57,0.02,0.013,0.028,0.000987906976744186,0.002886482907843897,0.00418,0.00032068465116279074,3.2093023255813954e-5,0.0006834843793723481,0.0007199999999999999,1.6878139534883722e-5
NLA12_VT-114,1.76,1.851428571,0.074,0.049,0.11,0.0028,0.0017,0.0042,0.0005327058823529412,0.0002543854833377894,0.0008139999999999999,8.913430588235293e-5,2.9294117647058824e-5,7.24248137253141e-5,0.0001008,3.3726494117647055e-6
NLA12_WA-103,4.1,1.770666667,0.13,0.056,0.25,0.014,0.0049,0.031,0.0014318014089231802,2.715909741617388e-5,0.000767,0.0007776869506876887,0.0004390808453539081,2.7916005208455664e-5,0.00039200000000000004,8.375090238175109e-5
NLA12_WA-106,0.8,36.64,0.23,0.16,0.31,0.023,0.016,0.031,0.0006959758551307847,0.0041759157685841075,0.0021160000000000003,0.0027668861167002012,0.00027545271629778674,0.0006447990785319655,0.000644,0.0002766886116700201
NLA12_WA-107,1.03,42.88,0.27,0.14,0.46,0.054,0.017,0.12,0.016196760710553815,0.002548639881024807,0.001593,0.01699506959247649,0.004617659352142111,0.00033493319928772563,0.001512,0.003399013918495298
NLA12_WA-108,1.16,3.701333333,0.3,0.21,0.42,0.032,0.018,0.053,0.003679127358490566,0.0007348448057712446,0.00276,0.001629169811320755,0.0008468160377358491,0.00023421633129982526,0.000896,0.00017377811320754718
NLA12_WA-111,0.73,1.568,0.23,0.15,0.32,0.034,0.021,0.052,0.002343248532289628,0.0002737914448687981,0.001449,0.001314429745596869,0.0006493150684931506,0.00014900791563112245,0.000646,0.0001943070058708415
NLA12_WA-112,0.21,45.33333333,0.59,0.39,0.8,0.045,0.029,0.064,0.00048102564102564104,0.011206001465017839,0.005428,0.006587667692307691,0.00011384615384615384,0.0016510719055245707,0.00126,0.0005024492307692307
NLA12_WA-116,0.42,4.432,0.72,0.41,1.2,0.069,0.041,0.11,0.00248125,0.0016969983396357571,0.004536,0.0002864842105263158,0.00037861842105263156,0.0008411136329553746,0.001311,2.745473684210527e-5
NLA12_WA-120,0.2,1.4868,0.35,0.17,0.59,0.081,0.045,0.13,0.0002518072289156626,0.0034768537440481744,0.0032199999999999998,0.0009108433734939758,0.0012771084337349398,0.0010455140788570526,0.002268,0.00021079518072289157
NLA12_WA-121,0.15,4.986666667,0.92,0.42,1.6,0.15,0.082,0.24,0.004117241379310345,0.0071244849504113646,0.0054280000000000005,0.0078117517241379315,0.001289655172413793,0.00407763807571656,0.0042,0.0012736551724137932
NLA12_WA-124,0.33,41.84,1.7,0.86,3.0,0.1,0.058,0.17,0.0005025773195876289,0.012267146057271805,0.010709999999999999,0.003558432989690722,0.00015,0.0017932619804492797,0.0019,0.00020931958762886602
NLA12_WA-126,0.12,6.331428571,0.76,0.55,1.0,0.12,0.082,0.18,0.010670689655172413,0.01587794143057164,0.006992,0.01958598620689655,0.0023620689655172414,0.004418012911884298,0.00336,0.0030925241379310344
NLA12_WA-131,0.1,2.176,0.63,0.27,1.1,0.13,0.058,0.22,0.0003403225806451613,0.0034707337366735556,0.003969,0.0005267612903225807,0.00012096774193548387,0.002052166776708318,0.00247,0.00010869677419354839
NLA12_WA-133,0.22,9.92,0.87,0.53,1.3,0.11,0.064,0.17,0.0036404255319148937,0.01066351635893032,0.0051329999999999995,0.01015567659574468,0.0012212765957446809,0.0031394679599107854,0.0030800000000000003,0.0012840510638297872
NLA12_WA-138,0.18,3.136,0.5,0.16,1.1,0.093,0.044,0.17,0.0013111111111111112,0.003241998736477979,0.00295,0.0032914285714285715,0.00036031746031746034,0.0026696128257899174,0.002604,0.0006122057142857142
NLA12_WA-141,0.44,2.453333333,0.2,0.071,0.44,0.024,0.011,0.046,0.000557089552238806,0.0005148735475633175,0.00118,0.0004255522388059702,0.0001753731343283582,0.00048165107151286674,0.0006720000000000001,5.106626865671642e-5
NLA12_WA-151,17.56,0.652,0.071,0.045,0.1,0.0074,0.0049,0.01,0.001094867935245669,3.813903652714329e-6,0.0006531999999999999,0.00043709124453280315,0.00025442771939789834,8.189131382986618e-7,0.00020720000000000002,4.555598886679921e-5
NLA12_WA-157,0.22,1.744,0.14,0.041,0.3,0.042,0.017,0.078,0.003876851851851852,0.0007310878962995559,0.000826,0.0046256000000000005,0.0016777777777777778,0.0007533174751374156,0.0011760000000000002,0.00138768
NLA12_WI-102,2.97,1.27,2.1,1.5,2.8,0.062,0.042,0.086,0.019299537953795378,9.113146368393521e-5,0.01344,0.005964166336633663,0.0015132013201320132,2.1515051168134803e-6,0.001364,0.00017608491089108908
NLA12_WI-103,0.23,5.22,1.8,1.4,2.2,0.16,0.12,0.2,0.05444186046511628,0.007182783624177543,0.01152,0.05081525581395349,0.00625,0.0016556072928509882,0.0035199999999999997,0.0045169116279069775
NLA12_WI-104,4.29,3.02,0.12,0.072,0.18,0.0067,0.0036,0.011,0.0013896994364433312,0.00018838999945692343,0.0013199999999999998,0.0004258865372573575,0.00021621790857858484,4.534111452409334e-5,0.00024119999999999998,2.377866499686913e-5
NLA12_WI-106,0.34,7.43,0.7,0.44,1.1,0.044,0.027,0.072,0.01122962962962963,0.00946232515313547,0.007699999999999999,0.013439999999999999,0.000800925925925926,0.0017001236058244386,0.0015839999999999997,0.0008447999999999998
NLA12_WI-107,1.55,20.4,1.3,1.0,1.7,0.077,0.058,0.098,0.03519630177514793,0.0024575565139442427,0.008320000000000001,0.02801353846153846,0.0029020710059171595,0.0004505393425734715,0.001694,0.0016592634319526627
NLA12_WI-111,0.77,3.15,0.27,0.2,0.36,0.0095,0.0057,0.014,0.001092676056338028,0.0010545074569941208,0.0017280000000000002,0.0004599887323943663,7.802816901408451e-5,0.00013166312690755902,0.00020899999999999998,1.6184788732394368e-5
NLA12_WI-113,0.1,2.48,1.2,0.84,1.7,0.049,0.03,0.075,0.0050757575757575755,0.008806679122265921,0.00768,0.006283636363636364,0.00048181818181818184,0.0007327400144464992,0.001078,0.00025658181818181817
NLA12_WI-131,1.1,20.3,0.38,0.26,0.53,0.022,0.015,0.032,0.005408685968819599,0.0035320215621244475,0.00418,0.005008890868596883,0.0006489977728285078,0.000489535968476273,0.0007919999999999998,0.0002899884187082406
NLA12_WI-132,0.31,71.3,1.3,0.97,1.6,0.092,0.055,0.14,0.08192079207920792,0.024108393962710296,0.008320000000000001,0.10142162376237623,0.006134653465346535,0.0030662374199549093,0.0020239999999999998,0.007177530297029703
NLA12_WI-135,0.34,7.15,0.53,0.42,0.64,0.033,0.023,0.046,0.00308955223880597,0.007474164198261387,0.00583,0.005194316417910448,0.00017388059701492538,0.0013585692268829142,0.001188,0.0003234197014925373
NLA12_WI-136,0.19,6.22,55.0,42.0,71.0,1.9,1.4,2.4,0.4634720930232558,0.01686066686085428,0.35200000000000004,0.13261395348837207,0.04008372093023256,0.004281024722907928,0.0418,0.0045812093023255805
NLA12_WI-138,0.41,10.7,0.6,0.46,0.75,0.037,0.025,0.053,0.0014957264957264958,0.010449926720978449,0.006599999999999999,0.005937230769230768,6.41025641025641e-5,0.001691190079974622,0.0013319999999999999,0.00036612923076923074
NLA12_WI-140,0.81,13.3,2.1,1.4,3.0,0.17,0.1,0.26,0.6928212962962963,0.00603599284335123,0.01344,0.6822480000000001,0.056949074074074076,0.001347048987421792,0.00374,0.055229600000000004
